node,name,RTT_ms,interest_receive_time,interest_sent_time,interest_latency,data_receive_time,data_sent_time,data_latency,parsing_time,processing_time,send_time,functions
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66575.9917910099,0,,0,0,,0.02,0.85,25.14,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66576.08621001244,0,,0,0,,0.06,1.31,25.33,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66576.12276411057,0,,0,0,,0.15,1.16,24.25,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66576.16018390656,0,,0,0,,0.02,0.87,20.36,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66576.19472002983,0,,0,0,,0.04,0.96,22.85,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66576.27946901321,0,,0,0,,0.07,1.14,25.18,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66576.33837604523,0,,0,0,,0.03,0.85,25.15,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66576.37491893768,0,,0,0,,0.06,0.89,22.20,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66576.42079591751,0,,0,0,,0.04,0.92,25.26,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66576.46984100342,0,,0,0,,0.03,1.37,25.28,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66576.50599503517,0,,0,0,,0.03,0.94,22.92,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66576.54347491264,0,,0,0,,0.03,0.93,22.96,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66576.60364198685,0,,0,0,,0.05,1.70,24.78,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66576.64787888527,0,,0,0,,0.03,1.07,25.20,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66576.72367310524,0,,0,0,,0.07,1.59,25.19,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,25.14,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66576.81925797462,0,,0,0,,0.05,1.04,20.28,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.00,0.00,23.36,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66576.8898859024,0,,0,0,,0.05,1.05,25.49,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66576.92525196075,0,,0,0,,0.09,1.06,21.88,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66576.98357391357,0,,0,0,,0.06,1.14,25.07,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66577.04534292221,0,,0,0,,0.04,0.83,22.46,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66577.10506105423,0,,0,0,,0.17,2.46,21.73,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.00,0.00,24.50,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66577.16280388832,0,,0,0,,0.04,1.00,22.18,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66577.22069191933,0,,0,0,,0.06,1.06,25.14,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66577.2604238987,0,,0,0,,0.03,1.00,25.13,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66577.31723999977,0,,0,0,,0.09,1.07,20.93,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66577.34352588654,0,,0,0,,0.06,1.01,20.19,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66577.4096069336,0,,0,0,,0.05,1.61,25.16,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.00,0.00,25.10,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66577.48307490349,0,,0,0,,0.11,3.02,25.17,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.00,0.00,25.13,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.02,0.00,25.14,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66577.55985403061,0,,0,0,,0.03,0.87,25.86,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66577.62616205215,0,,0,0,,0.03,0.73,23.81,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66577.65597391129,0,,0,0,,0.03,0.96,24.02,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66577.71625494957,0,,0,0,,0.04,1.26,24.52,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66577.76428890228,0,,0,0,,0.05,1.70,20.95,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,24.02,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66577.80052089691,0,,0,0,,0.04,0.91,21.31,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66577.92818307877,0,,0,0,,0.07,1.65,25.19,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.00,0.00,23.32,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66577.96452593803,0,,0,0,,0.04,1.02,21.50,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66578.01552009583,0,,0,0,,0.07,1.39,23.26,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,24.41,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66578.0767428875,0,,0,0,,0.03,1.07,25.12,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66578.12185192108,0,,0,0,,0.03,0.86,24.14,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66578.18620491028,0,,0,0,,0.06,2.17,20.61,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.00,0.00,25.07,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66578.27512407303,0,,0,0,,0.14,1.11,21.43,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,22.02,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66578.38447093964,0,,0,0,,0.04,27.64,37.58,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66578.42801499367,0,,0,0,,0.32,4.32,29.41,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,20.34,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66578.4692530632,0,,0,0,,0.09,0.83,25.68,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,25.13,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66578.55758094788,0,,0,0,,0.05,1.05,25.21,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66578.61617302895,0,,0,0,,0.05,1.81,20.55,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.00,0.00,25.13,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66578.67166805267,0,,0,0,,0.08,0.99,25.21,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66585.24736094475,0,,0,0,,0.88,6.51,22.73,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66585.29282903671,0,,0,0,,0.07,0.76,20.49,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66585.43152093887,0,,0,0,,0.49,3.08,20.32,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,22.58,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66585.46225690842,0,,0,0,,0.05,0.95,20.64,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66585.50386691093,0,,0,0,,0.09,3.86,22.74,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66585.57124400139,0,,0,0,,0.05,0.84,22.61,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66585.66468405724,0,,0,0,,0.14,1.43,23.05,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,20.49,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66585.69104409218,0,,0,0,,0.07,1.04,22.63,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66585.76258301735,0,,0,0,,0.06,1.77,21.32,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,25.07,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66585.83432793617,0,,0,0,,0.05,1.68,25.18,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66585.8501970768,0,,0,0,,0.12,1.03,25.08,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,25.14,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66585.91500997543,0,,0,0,,0.21,1.02,25.36,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66586.019769907,0,,0,0,,0.08,0.86,23.28,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66586.08611011505,0,,0,0,,0.07,1.97,21.60,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,25.13,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66586.2101020813,0,,0,0,,0.06,0.92,21.91,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66586.25723290443,0,,0,0,,0.05,1.12,23.73,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,25.11,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66586.3345310688,0,,0,0,,0.06,1.62,20.20,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,23.59,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66586.36897993088,0,,0,0,,0.16,0.75,25.15,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66586.41130709648,0,,0,0,,0.06,0.86,20.36,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66586.4533829689,0,,0,0,,0.05,0.82,25.15,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66586.50041389465,0,,0,0,,0.13,0.93,22.25,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66586.54087805748,0,,0,0,,0.04,1.38,22.34,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66586.60656094551,0,,0,0,,0.21,2.02,21.50,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,21.18,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66586.67027497292,0,,0,0,,0.05,1.08,25.19,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66586.73025107384,0,,0,0,,0.06,1.23,25.50,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66586.79671406746,0,,0,0,,0.09,1.04,25.23,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66586.8403339386,0,,0,0,,0.04,1.08,24.62,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66586.88108491898,0,,0,0,,0.03,1.14,20.61,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66586.9123570919,0,,0,0,,0.17,0.95,25.16,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66586.99231910706,0,,0,0,,0.05,0.89,22.58,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66587.0218629837,0,,0,0,,0.04,0.79,24.26,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66587.05321192741,0,,0,0,,0.04,1.64,21.35,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66587.0956890583,0,,0,0,,0.24,0.98,20.67,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66587.15547990799,0,,0,0,,0.04,0.90,25.12,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66587.20649695396,0,,0,0,,0.06,0.77,25.17,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66587.24895906448,0,,0,0,,0.03,0.98,22.65,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66587.27670192719,0,,0,0,,0.05,0.92,20.45,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66587.34000992775,0,,0,0,,0.04,0.90,25.17,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66587.38179707527,0,,0,0,,0.02,0.84,20.87,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66587.44337892532,0,,0,0,,0.10,1.38,25.26,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66587.48962497711,0,,0,0,,0.03,0.75,25.18,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66587.51763892174,0,,0,0,,0.14,1.37,20.57,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66587.55483007431,0,,0,0,,0.03,1.01,25.12,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66587.60207796097,0,,0,0,,0.04,0.85,22.69,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66587.68835806847,0,,0,0,,0.06,0.94,25.33,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,24.67,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66587.73660898209,0,,0,0,,0.04,0.89,21.32,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66587.79691505432,0,,0,0,,0.06,2.33,23.24,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,22.20,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66587.8827240467,0,,0,0,,0.05,1.96,25.10,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66587.91478300095,0,,0,0,,0.11,0.00,21.89,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,22.37,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66587.98663496971,0,,0,0,,0.10,0.83,25.16,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66588.02902698517,0,,0,0,,0.03,0.83,24.76,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66588.07145190239,0,,0,0,,0.07,1.11,25.26,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66588.12790894508,0,,0,0,,0.15,5.37,25.28,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,22.58,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66588.19095110893,0,,0,0,,0.04,1.00,22.49,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66588.22118902206,0,,0,0,,0.04,0.85,20.47,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66588.26868200302,0,,0,0,,0.04,1.38,25.16,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66588.30536699295,0,,0,0,,0.04,0.75,25.26,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66588.34448099136,0,,0,0,,0.04,1.08,22.24,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66588.38553094864,0,,0,0,,0.07,1.01,25.16,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66588.41353392601,0,,0,0,,0.04,1.31,22.71,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66588.45398402214,0,,0,0,,0.07,1.34,25.19,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.00,0.00,25.10,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66588.53344392776,0,,0,0,,0.03,1.25,25.16,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66588.57760000229,0,,0,0,,0.08,0.87,25.13,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66588.61350989342,0,,0,0,,0.07,2.79,22.79,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,23.98,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66588.69885706902,0,,0,0,,0.11,1.18,22.84,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66588.74540710449,0,,0,0,,0.04,0.85,22.37,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66588.77214002609,0,,0,0,,0.04,1.12,24.87,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66588.81044101715,0,,0,0,,0.04,1.02,21.47,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66588.86677503586,0,,0,0,,0.05,0.44,21.72,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66588.9384560585,0,,0,0,,0.05,0.97,21.31,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66589.00056099892,0,,0,0,,0.11,3.38,22.11,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,25.08,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66589.09340906143,0,,0,0,,0.18,1.73,25.19,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,20.30,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66589.14389204979,0,,0,0,,0.03,1.04,25.16,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66589.1892991066,0,,0,0,,0.12,0.92,24.38,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66589.22094392776,0,,0,0,,0.04,0.93,25.19,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66589.26579093933,0,,0,0,,0.09,1.29,25.24,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66589.31121706963,0,,0,0,,0.05,0.83,23.76,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66589.3609559536,0,,0,0,,0.04,0.72,20.87,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66589.40587806702,0,,0,0,,0.10,0.90,22.30,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66589.44345593452,0,,0,0,,0.04,1.21,25.33,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66589.5138669014,0,,0,0,,0.06,1.17,25.31,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66589.56723189354,0,,0,0,,0.05,1.85,21.26,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,25.11,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66589.64207291603,0,,0,0,,0.17,0.69,22.82,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66589.68181109428,0,,0,0,,0.04,1.28,25.22,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66589.73720407486,0,,0,0,,0.03,1.37,21.11,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66589.81383895874,0,,0,0,,0.40,30.63,25.27,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66589.88613796234,0,,0,0,,0.03,13.70,30.71,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.04,0.00,25.99,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66589.990046978,0,,0,0,,0.21,14.95,24.56,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66590.00593996048,0,,0,0,,0.02,1.11,22.88,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,21.40,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66590.04822897911,0,,0,0,,0.03,0.96,25.23,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66590.16612291336,0,,0,0,,0.23,3.98,24.56,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66590.18175506592,0,,0,0,,0.33,0.86,25.41,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66590.22807002068,0,,0,0,,0.04,0.00,22.52,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,21.03,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66590.2536740303,0,,0,0,,0.22,3.12,25.39,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66590.31950092316,0,,0,0,,0.08,1.90,20.75,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,22.03,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66590.38709402084,0,,0,0,,0.05,0.96,20.44,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66590.44593811035,0,,0,0,,0.03,0.86,25.01,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66590.48919892311,0,,0,0,,0.04,0.94,23.83,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66590.54049801826,0,,0,0,,0.04,1.05,23.59,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66590.59878993034,0,,0,0,,0.14,2.85,23.87,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,21.30,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66590.65032505989,0,,0,0,,0.04,1.14,25.28,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66590.68243694305,0,,0,0,,0.03,1.13,20.71,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66590.72966194153,0,,0,0,,0.10,1.78,25.46,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.00,0.00,24.18,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66590.80753993988,0,,0,0,,0.05,0.81,25.17,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66590.87515997887,0,,0,0,,0.05,1.56,21.52,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,25.21,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66590.92348408699,0,,0,0,,0.10,1.23,24.62,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66590.97700405121,0,,0,0,,0.05,1.25,20.72,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66591.05335402489,0,,0,0,,0.10,1.81,25.18,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,25.15,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66591.10069799423,0,,0,0,,0.03,1.79,21.26,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.00,0.00,23.82,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66591.13810491562,0,,0,0,,0.06,0.93,20.30,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66591.19900107384,0,,0,0,,0.06,1.07,25.09,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66591.24922609329,0,,0,0,,0.13,1.39,20.77,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.02,0.00,21.98,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66591.33892202377,0,,0,0,,0.10,1.19,24.81,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66591.38916897774,0,,0,0,,0.11,1.43,23.20,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66591.4211499691,0,,0,0,,0.03,0.72,23.71,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,21.28,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66591.48535990715,0,,0,0,,0.04,0.86,25.16,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66591.52169108391,0,,0,0,,0.03,0.85,24.39,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66591.6247639656,0,,0,0,,0.06,1.69,21.94,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,25.50,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66591.68759393692,0,,0,0,,0.03,0.83,24.84,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66591.75646495819,0,,0,0,,0.06,1.48,23.46,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.00,0.00,20.73,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66591.8003180027,0,,0,0,,0.04,0.85,25.20,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66591.85894989967,0,,0,0,,0.05,1.20,21.19,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.00,0.00,25.14,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66591.94053006172,0,,0,0,,0.05,2.08,25.07,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,25.11,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66591.99834489822,0,,0,0,,0.06,1.08,23.19,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66592.06498503685,0,,0,0,,0.03,1.18,21.61,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66592.09917998314,0,,0,0,,0.03,0.75,21.16,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66592.15728902817,0,,0,0,,0.04,1.32,25.19,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66592.18919301033,0,,0,0,,0.09,1.28,23.48,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66592.25227689743,0,,0,0,,0.60,3.62,21.94,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.02,0.00,21.43,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66592.31850099564,0,,0,0,,0.38,1.64,22.03,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66592.35972905159,0,,0,0,,0.05,2.17,25.46,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66592.39431405067,0,,0,0,,0.05,1.29,21.94,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66592.47488594055,0,,0,0,,0.19,4.30,25.19,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66592.50596690178,0,,0,0,,0.07,2.12,22.33,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.01,0.00,25.70,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66592.58760690689,0,,0,0,,0.29,1.59,25.27,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66592.62646698952,0,,0,0,,0.24,3.63,22.69,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66592.68400597572,0,,0,0,,0.29,2.80,24.14,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,0,0,,0,0,,0.00,0.00,20.65,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66592.73184609413,0,,0,0,,0.08,1.67,23.49,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66592.79113507271,0,,0,0,,0.16,2.94,25.54,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66592.8294479847,0,,0,0,,0.05,0.88,25.17,[]
/dlsu/goks/cam,/dlsu/goks/cam,0.000000,66592.87855601311,0,,0,0,,0.05,1.79,25.22,[]
